Seed,index,X_b,Q,t,X,F,errF
400,1,0.8,3.5,-0.7,5.2628,0.00289423,6.98767E-05
400,1,0.8,3.5,-0.7,5.73767,0.00331837,0.000664687
400,1,0.2,4,-0.7,-0.147622,0.0769358,0.00783912
400,1,0.2,4,-0.7,1.16741,0.0601588,0.00794
400,1,0.2,4,-0.7,2.27313,0.0310102,0.00396343
400,1,0.2,4,-0.7,3.28716,0.0213465,0.00176932
400,1,0.2,4,-0.7,4.16189,0.0344463,0.00288301
400,1,0.2,4,-0.7,5.2628,0.0637859,0.00676797
400,1,0.2,4,-0.7,5.73767,0.0731336,0.00834436
400,1,0.4,4,-0.7,-0.147622,0.0182651,0.00138534
400,1,0.4,4,-0.7,1.16741,0.0142821,0.00289356
400,1,0.4,4,-0.7,2.27313,0.00736203,0.00136213
400,1,0.4,4,-0.7,3.28716,0.00506779,2.13303E-05
400,1,0.4,4,-0.7,4.16189,0.00817777,6.52101E-06
400,1,0.4,4,-0.7,5.2628,0.0151432,0.00141726
400,1,0.4,4,-0.7,5.73767,0.0173624,0.00220953
400,1,0.6,4,-0.7,-0.147622,0.00746912,0.000197785
400,1,0.6,4,-0.7,1.16741,0.00584037,0.00196497
400,1,0.6,4,-0.7,2.27313,0.00301055,0.000883469
400,1,0.6,4,-0.7,3.28716,0.00207237,0.000350827
400,1,0.6,4,-0.7,4.16189,0.00334413,0.000538221
400,1,0.6,4,-0.7,5.2628,0.0061925,0.000432687
400,1,0.6,4,-0.7,5.73767,0.0071,0.00108067
400,1,0.8,4,-0.7,-0.147622,0.00375975,0.000210246
400,1,0.8,4,-0.7,1.16741,0.00293989,0.00164591
400,1,0.8,4,-0.7,2.27313,0.00151543,0.000719005
400,1,0.8,4,-0.7,3.28716,0.00104318,0.000464038
400,1,0.8,4,-0.7,4.16189,0.00168334,0.000720908
400,1,0.8,4,-0.7,5.2628,0.00311714,9.43971E-05
400,1,0.8,4,-0.7,5.73767,0.00357395,0.000692801
400,1,0.2,4.5,-0.7,-0.147622,0.0772184,0.00787021
400,1,0.2,4.5,-0.7,1.16741,0.0603798,0.00796431
400,1,0.2,4.5,-0.7,2.27313,0.0311241,0.00397596
400,1,0.2,4.5,-0.7,3.28716,0.0214249,0.00177795
400,1,0.2,4.5,-0.7,4.16189,0.0345728,0.00289693
400,1,0.2,4.5,-0.7,5.2628,0.0640202,0.00679374
400,1,0.2,4.5,-0.7,5.73767,0.0734022,0.00837391
400,1,0.4,4.5,-0.7,-0.147622,0.0185287,0.00141434
400,1,0.4,4.5,-0.7,1.16741,0.0144882,0.00291623
400,1,0.4,4.5,-0.7,2.27313,0.00746828,0.00137382
400,1,0.4,4.5,-0.7,3.28716,0.00514094,1.32846E-05
400,1,0.4,4.5,-0.7,4.16189,0.0082958,6.46211E-06
400,1,0.4,4.5,-0.7,5.2628,0.0153618,0.00144131
400,1,0.4,4.5,-0.7,5.73767,0.017613,0.0022371
400,1,0.6,4.5,-0.7,-0.147622,0.00770472,0.000223701
400,1,0.6,4.5,-0.7,1.16741,0.0060246,0.00198523
400,1,0.6,4.5,-0.7,2.27313,0.00310551,0.000893915
400,1,0.6,4.5,-0.7,3.28716,0.00213774,0.000343636
400,1,0.6,4.5,-0.7,4.16189,0.00344962,0.000526618
400,1,0.6,4.5,-0.7,5.2628,0.00638783,0.000454174
400,1,0.6,4.5,-0.7,5.73767,0.00732395,0.0011053
400,1,0.8,4.5,-0.7,-0.147622,0.00396245,0.00018795
400,1,0.8,4.5,-0.7,1.16741,0.00309838,0.00166335
400,1,0.8,4.5,-0.7,2.27313,0.00159713,0.000727992
400,1,0.8,4.5,-0.7,3.28716,0.00109941,0.000457852
400,1,0.8,4.5,-0.7,4.16189,0.0017741,0.000710925
400,1,0.8,4.5,-0.7,5.2628,0.00328519,0.000112883
400,1,0.8,4.5,-0.7,5.73767,0.00376662,0.000713995
400,1,0.2,5,-0.7,-0.147622,0.0774215,0.00789255
400,1,0.2,5,-0.7,1.16741,0.0605386,0.00798178
400,1,0.2,5,-0.7,2.27313,0.031206,0.00398497
400,1,0.2,5,-0.7,3.28716,0.0214812,0.00178415
400,1,0.2,5,-0.7,4.16189,0.0346637,0.00290693
400,1,0.2,5,-0.7,5.2628,0.0641886,0.00681226
400,1,0.2,5,-0.7,5.73767,0.0735953,0.00839515
400,1,0.4,5,-0.7,-0.147622,0.0187208,0.00143547
400,1,0.4,5,-0.7,1.16741,0.0146384,0.00293275
400,1,0.4,5,-0.7,2.27313,0.00754571,0.00138234
400,1,0.4,5,-0.7,3.28716,0.00519423,7.42221E-06
400,1,0.4,5,-0.7,4.16189,0.0083818,1.59221E-05
400,1,0.4,5,-0.7,5.2628,0.015521,0.00145882
400,1,0.4,5,-0.7,5.73767,0.0177956,0.00225718
400,1,0.6,5,-0.7,-0.147622,0.00788016,0.000242998
400,1,0.6,5,-0.7,1.16741,0.00616177,0.00200032
400,1,0.6,5,-0.7,2.27313,0.00317622,0.000901693
400,1,0.6,5,-0.7,3.28716,0.00218641,0.000338282
400,1,0.6,5,-0.7,4.16189,0.00352816,0.000517978
400,1,0.6,5,-0.7,5.2628,0.00653328,0.000470173
400,1,0.6,5,-0.7,5.73767,0.00749071,0.00112365
400,1,0.8,5,-0.7,-0.147622,0.00411766,0.000170876
400,1,0.8,5,-0.7,1.16741,0.00321975,0.0016767
400,1,0.8,5,-0.7,2.27313,0.00165969,0.000734874
400,1,0.8,5,-0.7,3.28716,0.00114248,0.000453115
400,1,0.8,5,-0.7,4.16189,0.00184359,0.000703281
400,1,0.8,5,-0.7,5.2628,0.00341387,0.000127038
400,1,0.8,5,-0.7,5.73767,0.00391416,0.000730225
